rank,korean_spelling,english_spelling_romanization,frequency_band,syllables,token_note,source_url
798,스스로,seuseuro,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
799,시켜,sikyeo,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
800,아빠,appa,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
801,여행,yeohaeng,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
802,예술,yesul,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
803,요즘,yojeum,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
804,제도,jedo,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
805,코드,kodeu,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
806,팬,paen,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
807,현대,hyeondae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
808,후기,hugi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
809,국내,guknae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
810,대학교,daehakgyo,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
811,동시,dongsi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
812,땅,ttang,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
813,려,ryeo,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
814,목적,mokjeok,1-1000,2,Sino-Korean modifier/noun-forming item,https://github.com/rspeer/wordfreq
815,반응,baneung,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
816,발전,baljeon,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
817,버전,beojeon,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
818,숨,sum,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
819,습,seup,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
820,시즌,sijeun,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
821,옆,yeop,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
822,의해,uihae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
823,이건,igeon,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
824,이동,idong,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
825,자연,jayeon,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
826,정리,jeongri,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
827,제일,jeil,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
828,종,jong,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
829,죽음,jugeum,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
830,지도,jido,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
831,캐릭터,kaerikteo,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
832,가운데,gaunde,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
833,그때,geuttae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
834,기다리,gidari,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
835,기본,gibon,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
836,나무,namu,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
837,나중,najung,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
838,났,nat,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
839,맘,mam,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
840,미안,mian,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
841,심,sim,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
842,업체,eopche,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
843,유명,yumyeong,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
844,자체,jache,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
845,작업,jageop,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
846,주소,juso,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
847,즈,jeu,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
848,즉,jeuk,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
849,컴퓨터,keompyuteo,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
850,현,hyeon,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
851,혹시,hoksi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
852,효과,hyogwa,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
853,건데,geonde,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
854,다르,dareu,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
855,더니,deoni,1-1000,2,High-frequency grammar particle/ending or function form,https://github.com/rspeer/wordfreq
856,만드,mandeu,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
857,맨,maen,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
858,미래,mirae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
859,변화,byeonhwa,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
860,분석,bunseok,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
861,붙,but,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
862,소개,sogae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
863,심장,simjang,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
864,얘,yae,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
865,얼마,eolma,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
866,재밌,jaemit,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
867,조건,jogeon,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
868,케,ke,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
869,한데,hande,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
870,계약,gyeyak,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
871,그대로,geudaero,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
872,기자,gija,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
873,남성,namseong,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
874,대구,daegu,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
875,뛰,ttwi,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
876,링크,ringkeu,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
877,멤버,membeo,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
878,박사,baksa,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
879,여름,yeoreum,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
880,일단,ildan,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
881,장소,jangso,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
882,절대,jeoldae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
883,책임,chaegim,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
884,형태,hyeongtae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
885,건물,geonmul,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
886,고등,godeung,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
887,됨,doem,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
888,라구,ragu,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
889,만화,manhwa,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
890,무대,mudae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
891,순,sun,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
892,시민,simin,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
893,시험,siheom,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
894,우,u,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
895,유일,yuil,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
896,으로서,euroseo,1-1000,3,High-frequency grammar particle/ending or function form,https://github.com/rspeer/wordfreq
897,으로써,eurosseo,1-1000,3,High-frequency grammar particle/ending or function form,https://github.com/rspeer/wordfreq
898,으시,eusi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
899,이곳,igot,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
900,전문,jeonmun,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
901,차량,charyang,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
902,최초,choecho,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
903,현실,hyeonsil,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
904,공동,gongdong,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
905,궁금,gunggeum,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
906,규모,gyumo,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
907,꽃,kkot,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
908,단지,danji,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
909,등장,deungjang,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
910,디자인,dijain,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
911,딱,ttak,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
912,목,mok,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
913,뭘,mwol,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
914,방향,banghyang,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
915,비슷,biseut,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
916,언니,eonni,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
917,요구,yogu,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
918,유,yu,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
919,음식,eumsik,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
920,장치,jangchi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
921,절,jeol,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
922,죄송,joesong,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
923,최대,choedae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
924,현장,hyeonjang,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
925,회장,hoejang,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
926,개월,gaewol,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
927,고려,goryeo,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
928,느끼,neukki,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
929,따라서,ttaraseo,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
930,마치,machi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
931,바다,bada,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
932,본인,bonin,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
933,빛,bit,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
934,열린,yeolrin,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
935,영국,yeongguk,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
936,이벤트,ibenteu,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
937,인해,inhae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
938,잃,il,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
939,자주,jaju,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
940,조선,joseon,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
941,하늘,haneul,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
942,한편,hanpyeon,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
943,행위,haengwi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
944,회의,hoeui,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
945,히,hi,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
946,가슴,gaseum,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
947,건강,geongang,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
948,기타,gita,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
949,냐고,nyago,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
950,도착,dochak,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
951,드립니다,deuripnida,1-1000,4,Frequency token/form,https://github.com/rspeer/wordfreq
952,보안,boan,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
953,야지,yaji,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
954,완벽,wanbyeok,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
955,인기,ingi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
956,자동,jadong,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
957,자동차,jadongcha,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
958,전기,jeongi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
959,전부,jeonbu,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
960,전혀,jeonhyeo,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
961,표,pyo,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
962,홍보,hongbo,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
963,환경,hwangyeong,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
964,각각,gakgak,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
965,구매,gumae,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
966,그리,geuri,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
967,기념,ginyeom,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
968,레,re,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
969,려면,ryeomyeon,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
970,률,ryul,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
971,모,mo,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
972,모양,moyang,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
973,목소리,moksori,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
974,배경,baegyeong,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
975,부족,bujok,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
976,북,buk,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
977,생겼,saenggyeot,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
978,생기,saenggi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
979,선정,seonjeong,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
980,시도,sido,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
981,시절,sijeol,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
982,영,yeong,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
983,측,cheuk,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
984,판,pan,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
985,혹은,hogeun,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
986,가치,gachi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
987,고마워,gomawo,1-1000,3,Frequency token/form,https://github.com/rspeer/wordfreq
988,나와,nawa,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
989,넌,neon,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
990,다운,daun,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
991,동,dong,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
992,멋진,meotjin,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
993,밥,bap,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
994,셔서,syeoseo,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
995,시기,sigi,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
996,신경,singyeong,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
997,써,sseo,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
998,쓸,sseul,1-1000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
999,야구,yagu,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1000,약간,yakgan,1-1000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1001,약속,yaksok,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1002,역,yeok,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1003,월드,woldeu,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1004,장관,janggwan,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1005,중앙,jungang,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1006,짧,jjal,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1007,최근,choegeun,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1008,출시,chulsi,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1009,커피,keopi,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1010,쿠,ku,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1011,행사,haengsa,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1012,감정,gamjeong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1013,건설,geonseol,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1014,듯이,deusi,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1015,베,be,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1016,부인,buin,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1017,분명,bunmyeong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1018,색,saek,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1019,설,seol,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1020,설정,seoljeong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1021,수상,susang,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1022,실시,silsi,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1023,아내,anae,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1024,엄청,eomcheong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1025,연기,yeongi,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1026,예전,yejeon,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1027,위하,wiha,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1028,유럽,yureop,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1029,이미지,imiji,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1030,종합,jonghap,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1031,축하,chukha,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1032,터,teo,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1033,통합,tonghap,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1034,학원,hagwon,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1035,한다면,handamyeon,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1036,희망,huimang,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1037,단계,dangye,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1038,든지,deunji,1001-2000,2,High-frequency grammar particle/ending or function form,https://github.com/rspeer/wordfreq
1039,묻,mut,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1040,벌써,beolsseo,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1041,봐야,bwaya,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1042,새끼,saekki,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1043,아시아,asia,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1044,안정,anjeong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1045,앤,aen,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1046,에선,eseon,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1047,오빠,oppa,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1048,정상,jeongsang,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1049,척,cheok,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1050,클럽,keulreop,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1051,텐데,tende,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1052,플,peul,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1053,가수,gasu,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1054,갑자기,gapjagi,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1055,검,geom,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1056,겁니다,geopnida,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1057,고마워요,gomawoyo,1001-2000,4,Frequency token/form,https://github.com/rspeer/wordfreq
1058,끌,kkeul,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1059,당하,dangha,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1060,독일,dogil,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1061,라인,rain,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1062,롭,rop,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1063,리그,rigeu,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1064,마찬가지,machangaji,1001-2000,4,Frequency token/form,https://github.com/rspeer/wordfreq
1065,먼,meon,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1066,모바일,mobail,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1067,보통,botong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1068,비밀,bimil,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1069,빈,bin,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1070,삼성,samseong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1071,소재,sojae,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1072,신청,sincheong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1073,어제,eoje,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1074,연락,yeonrak,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1075,으로부터,eurobuteo,1001-2000,4,Frequency token/form,https://github.com/rspeer/wordfreq
1076,은행,eunhaeng,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1077,이사,isa,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1078,자랑,jarang,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1079,잖,jan,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1080,잠시,jamsi,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1081,전자,jeonja,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1082,카메라,kamera,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1083,칼,kal,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1084,평화,pyeonghwa,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1085,포,po,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1086,학년,haknyeon,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1087,협회,hyeophoe,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1088,호텔,hotel,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1089,겸,gyeom,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1090,기반,giban,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1091,기획,gihoek,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1092,뉴욕,nyuyok,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
